Restaurant,Author,Rating,Review,Processed Review,sentiment_textblob,sentiment_vader,ActualSentiment
The Manhattan Fish Market @ IOI City Mall,Munazza Arif,5,"Friendly ambiance, comfortable atmosphere and courteous staff and not to forget, yum yum food! ❤️ We ordered Small flame which originally comes with a grilled dory fish but upon our humble request they agreed on frying it instead and yum yum yum! Every single component on that plate was just wow! Also, their flaming prawns are just to die for. The place overall is a little pricey, but so worth it once in a white 💃",friendly ambiance comfortable atmosphere courteous staff forget yum yum food ordered small flame originally come grilled dory fish upon humble request agreed frying instead yum yum yum every single component plate wow also flaming prawn die place overall little pricey worth white,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Kennee “Ken” Ee,5,Affordable seafood dishes with ample portion for sharing. Plenty of seafood dishes to choose from and also choices of different fishes and batter. Family oriented restaurant!,affordable seafood dish ample portion sharing plenty seafood dish choose also choice different fish batter family oriented restaurant,neutral,positive,positive
The Manhattan Fish Market @ IOI City Mall,Kamil Alta,4,"RM80 for two person, it's a bit pricey to me. Food portion is big enough to keep me full for the whole day.

Food preparation is acceptable and you have to wait for long queue during peak hour.

Recommended.",rm80 two person bit pricey food portion big enough keep full whole day food preparation acceptable wait long queue peak hour recommended,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,jamilah Zainuddin,4,I love the food. Service was good. Not too pricey. Nice ambiance.I got the lobster dish on offer for RM129...comes with 2 drinks.,love food service good pricey nice got lobster dish offer rm129 come 2 drink,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Hyefyze,5,Really friendly staff and nice food. One of the places I feel welcomed when entering due to the friendliness of the staff eventhough I came in a bit late. Thanks for the service,really friendly staff nice food one place feel welcomed entering due friendliness staff eventhough came bit late thanks service,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Nurul HBH,3,Portion is too small for the price tht we paid. I don’t understand the small ?toasted bread at the side.i think they need to step up in terma of quality and quantity,portion small price tht paid understand small toasted bread think need step terma quality quantity,negative,neutral,neutral
The Manhattan Fish Market @ IOI City Mall,D S,2,"The food in Manhattan fish market has been declining but overall this is the worst food experience I had in this franchise. Food came out cold and the flaming shrimp was cold even though they were ""flamed"".  Service was mediocre and they don't seem to want to be there. Hope there is an improvement soon.",food manhattan fish market declining overall worst food experience franchise food came cold flaming shrimp cold even though flamed service mediocre seem want hope improvement soon,negative,positive,negative
The Manhattan Fish Market @ IOI City Mall,Syamimi Muhammad,5,My favourite restaurant so far! The spicy scallop spaghetti was super delicious and spicy!,favourite restaurant far spicy scallop spaghetti super delicious spicy,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Mashitah Binti Zainol Abidin,5,"See the flaming shrimp 🦐🦐🦐🦐
Given when asked for chili sauce and treated with good services and great hospitality",see flaming shrimp given asked chili sauce treated good service great hospitality,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,mnaziem,5,"Alhamdulillah.. great food taste served here, great place for sea foods lovers.. forget the name of the dish.. grilled chicken apa ntah & spaghetti yummy..yumy.. lalu aku hap!",alhamdulillah great food taste served great place sea food lover forget name dish grilled chicken apa ntah spaghetti yummy yumy lalu aku hap,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Farhan Z,5,"Tasty. Need bookings especially during the fasting month. Not cheap but really worth the price. Lobsters, king crabs are the specialty there. Fresh and recommended. Perfect for family gatherings.",tasty need booking especially fasting month cheap really worth price lobster king crab specialty fresh recommended perfect family gathering,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Sam Hellsing,3,Prawn was good. But dory fish was filled with thick batter n masked the taste of the fish itself. Service is bad as well. Took 30mins for the food to arrive. N requested for sauce and it took 15mins to arrive. Disappointed overall.,prawn good dory fish filled thick batter n masked taste fish service bad well took 30mins food arrive n requested sauce took 15mins arrive disappointed overall,negative,negative,neutral
The Manhattan Fish Market @ IOI City Mall,Arman Salihin,5,First time here for anniversary. Pricey but for annual event just okay,first time anniversary pricey annual event okay,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Nur Fitri,4,"Since its humble origins in Malaysia, The Manhattan FISH MARKET has since transcended national barriers with 60 restaurants all over Asia, and was recently voted a Top Brand in Influential Brands' 2015 survey under the Western Restaurants category. Fish ‘n Chips may be their most well-known dish but we took this opportunity to check out the other dishes on their menu.",since humble origin malaysia manhattan fish market since transcended national barrier 60 restaurant asia recently voted top brand influential brand 2015 survey western restaurant category fish n chip may dish took opportunity check dish menu,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,The Fleur,5,Very good service  nivitha is good help.me also tq so much :),good service nivitha good also tq much,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Shafiq Angullia,5,Great food! Lovely service from Navita and the other crews.,great food lovely service navita crew,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Gen,4,Decent food served here. The soup was alright. Caesar salad was drenched in mayonnaise sauce though.,decent food served soup alright caesar salad drenched mayonnaise sauce though,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Ally L,1,"First set of cutlery they sent were very dirty, crispy chicken is not even cooked, you can see that the meat is still red and the hot tea I ordered wasn’t even hot and I had to ask them to add some boiled water. Not worth the money",first set cutlery sent dirty crispy chicken even cooked see meat still red hot tea ordered even hot ask add boiled water worth money,negative,negative,negative
The Manhattan Fish Market @ IOI City Mall,Alvan Wong,3,"Cozy place..
Price moderate.. Average menu..
Taste normal.. Good to have with different types of sauce.. I89",cozy place price moderate average menu taste normal good different type sauce i89,positive,positive,neutral
The Manhattan Fish Market @ IOI City Mall,Bonbon,4,Good food. Spicy dibs very delicious. Nice service by waitresses. Warmth environment. Recommended.,good food spicy dibs delicious nice service waitress warmth environment recommended,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,KERVIN CHANG,1,Service no good! We come first but the food serve very late than the other who came later then us. One of our food even not hot at all…,service good come first food serve late came later u one food even hot,positive,positive,negative
The Manhattan Fish Market @ IOI City Mall,WILL W,5,The baby crabs are 10/10.  Like eating Crabby popcorn with paprika.,baby crab like eating crabby popcorn paprika,neutral,positive,positive
The Manhattan Fish Market @ IOI City Mall,Hirzie Yusof,5,i had fun dining experience in this outlet because one of the boy made my day. i couldn't remember his name but i know he is the humble one. i really thankful for that. good service from the rest too.,fun dining experience outlet one boy made day could remember name know humble one really thankful good service rest,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Hannan Afifah Mat Yusof,3,"Ordered Spicy Dory with prmotion price RM10. Just okay but I don't like the carrot chopped so big like that. The broccoli is also not soft and quite hard to eat. Also had Ice Peach Tea and it tastes bland a little bit than usual. The service here is also quite slow, (as usual)",ordered spicy dory prmotion price rm10 okay like carrot chopped big like broccoli also soft quite hard eat also ice peach tea taste bland little bit usual service also quite slow usual,negative,positive,neutral
The Manhattan Fish Market @ IOI City Mall,Hon Leong,5,Yummy !,yummy,neutral,positive,positive
The Manhattan Fish Market @ IOI City Mall,Mohd Nazri,3,"theres nothing much to shout about this place other than it is a standard, popular serving western type of seafood meals. the food is decent altho it could been better like it used to be",there nothing much shout place standard popular serving western type seafood meal food decent altho could better like used,positive,positive,neutral
The Manhattan Fish Market @ IOI City Mall,Ana Ryuwatanabe,5,Nice place to have lunch. Got promotion now until 30 April 2019. Hurry up!!,nice place lunch got promotion 30 april hurry,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Linh Nguyen,5,"Nice place, good food and excellent service from Ms Nivittha",nice place good food excellent service m nivittha,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Aminah Bee,3,I have not eat here yet but the atmosphere and their politeness is very good to customerr,eat yet atmosphere politeness good customerr,positive,positive,neutral
The Manhattan Fish Market @ IOI City Mall,fiz vista,4,"It's fell good eating here with the best waiters and fast on serving the food. Maybe improve the air condition, it's a bit hot inside .",fell good eating best waiter fast serving food maybe improve air condition bit hot inside,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Muqri Mos,1,"Tak sedap. Dory tk fresh. Calamari macam calamity. Best to stay away. If you want fish, go to The Fish Bowl",tak sedap dory tk fresh calamari macam calamity best stay away want fish go fish bowl,positive,positive,negative
The Manhattan Fish Market @ IOI City Mall,Junjiee Lim,4,Great food delivery by grab. Fish and chips in promotion pricing at rm9.90 only per set!🍟 …,great food delivery grab fish chip promotion pricing per set,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Vinosyah Palaniandy,5,Excellent service by waiter Ruven. He also made this lovely mud pie.,excellent service waiter ruven also made lovely mud pie,positive,positive,positive
The Manhattan Fish Market @ IOI City Mall,Hanna Hanna,5,"shout out to Friscila (or smthing near that name) for her hardworking n good customer service 👏🏻. taste quite nice n good amount as it should be. love so much d butter garlic dory n its tartar sauce. however, i hope they fix d aircon issue since it cn get a bit warm if without d box fan",shout friscila smthing near name hardworking n good customer service taste quite nice n good amount love much butter garlic dory n tartar sauce however hope fix aircon issue since cn get bit warm without box fan,positive,positive,positive
